,property_price
437716,225000.0
202766,89000.0
343977,117000.0
55004,98000.0
274855,445000.0
168088,280000.0
333373,82000.0
212630,190450.0
70437,229900.0
424120,77000.0
426956,109900.0
313168,69000.0
304686,135000.0
272559,220000.0
136437,65000.0
54029,94069.0
193008,159000.0
406451,169000.0
62221,125000.0
170348,320000.0
220693,88000.0
415464,77243.0
197895,195000.0
196405,280000.0
306400,80000.0
44280,100000.0
446881,450000.0
181045,370000.0
257928,170000.0
58917,309000.0
105568,265000.0
297145,142000.0
145854,108000.0
398858,315000.0
347260,790000.0
324465,190000.0
291428,230000.0
104122,95000.0
242514,63000.0
149219,83000.0
77714,54000.0
451729,129900.0
418551,145000.0
257967,385000.0
278944,115000.0
105577,130000.0
7359,99000.0
95855,499000.0
293365,250000.0
331887,148000.0
311783,108000.0
204375,159000.0
440956,85000.0
368554,190000.0
320314,350000.0
373959,80000.0
209377,99000.0
128146,410000.0
167253,134000.0
26139,219000.0
26476,105000.0
76665,1400000.0
397421,85000.0
306565,360000.0
457729,104000.0
186116,165000.0
153277,135000.0
26241,110000.0
392828,110925.0
426079,163500.0
145415,750000.0
337311,185000.0
455417,155000.0
55521,210000.0
143442,89900.0
313194,580000.0
379968,80000.0
187884,74900.0
155513,215000.0
333062,115000.0
225175,109000.0
411065,125000.0
238106,119900.0
39720,110000.0
204112,95000.0
266149,110000.0
240868,142125.0
63166,135000.0
354708,89300.0
32736,87000.0
287147,95000.0
447496,395000.0
314740,110000.0
199939,132000.0
41367,118000.0
282807,79000.0
73863,145000.0
149060,3100000.0
299973,180000.0
244714,375000.0
446458,185000.0
192991,370000.0
398917,160000.0
174509,52000.0
227216,255000.0
154874,70000.0
454954,60000.0
254139,149000.0
287102,160000.0
52314,210000.0
142301,330000.0
304761,179900.0
418166,120000.0
50497,68000.0
431235,87500.0
227920,299000.0
448994,43000.0
135344,259000.0
162398,190000.0
183540,120000.0
318085,188000.0
367003,225000.0
304432,329000.0
177861,520000.0
141837,160000.0
12323,85000.0
16672,75000.0
258456,89000.0
276091,93000.0
35015,184900.0
2810,79000.0
312604,104200.0
79234,285000.0
96638,89000.0
196297,645000.0
371727,110000.0
184124,126316.0
70146,220000.0
390373,110000.0
89515,90000.0
337539,187000.0
327376,178000.0
375542,210000.0
2643,124900.0
41862,74000.0
352891,186186.0
282329,125000.0
254019,69000.0
119390,450000.0
325864,250000.0
246877,450000.0
393200,150000.0
333394,140000.0
363081,115000.0
434083,440000.0
326150,70000.0
451252,135000.0
42456,65000.0
42667,86000.0
173902,200000.0
137095,134286.0
220472,99900.0
121724,103000.0
442727,74000.0
645,260000.0
256318,240000.0
283366,75000.0
28202,83000.0
181828,85000.0
167670,80000.0
96551,232000.0
352933,68000.0
436238,198000.0
400104,134000.0
74716,63000.0
138089,190000.0
210291,185000.0
121910,135000.0
76426,235000.0
63832,249000.0
451327,235000.0
103879,500000.0
302108,500000.0
168268,63000.0
292126,238000.0
459930,165000.0
266210,86000.0
162938,360000.0
75118,59500.0
187735,127000.0
202227,93000.0
187264,192000.0
169834,170000.0
178209,260000.0
330187,77000.0
270821,169000.0
366841,70000.0
358572,495000.0
73690,113500.0
454810,49000.0
73907,270000.0
440790,55000.0
387718,200000.0
396901,125000.0
18101,269000.0
366100,155000.0
53995,107000.0
380774,548000.0
98056,66000.0
397641,110000.0
398534,110000.0
398714,70000.0
183367,108612.0
296787,130000.0
72516,55000.0
179626,80000.0
390829,152000.0
336601,80000.0
366625,99000.0
381423,125000.0
259233,120000.0
120206,85000.0
267905,74000.0
256701,450000.0
451317,99500.0
14163,2000000.0
204064,108000.0
233434,189900.0
152383,268000.0
171277,89500.0
212437,120000.0
392459,85000.0
256755,180000.0
191710,185000.0
397234,168000.0
39647,87000.0
310812,174998.0
412571,157000.0
129236,114000.0
425925,64000.0
256182,215000.0
286073,49900.0
365312,270000.0
404702,275000.0
56888,215000.0
102736,225000.0
8243,140000.0
406891,180000.0
358906,65000.0
71257,280000.0
284497,92000.0
24355,245000.0
232909,215000.0
160009,850000.0
443880,480000.0
53501,298000.0
102762,88000.0
455231,84015.0
107218,485000.0
236320,124500.0
104173,99900.0
395301,375000.0
162604,63000.0
230957,112000.0
404869,63000.0
71509,90500.0
52257,299000.0
140581,99000.0
168109,136000.0
123733,135000.0
193565,319000.0
95144,150000.0
313532,105000.0
47862,330000.0
262128,100000.0
78166,185000.0
293794,110000.0
332708,250000.0
388703,59500.0
376817,210000.0
449038,159000.0
100728,88000.0
19584,160000.0
74710,69500.0
324764,180000.0
368586,998000.0
91960,159000.0
315308,120000.0
375372,74500.0
227884,380000.0
82494,195000.0
258472,189000.0
301254,175000.0
336156,330000.0
188133,104058.0
452830,169900.0
272822,70000.0
333972,169000.0
390304,100000.0
343931,94900.0
100002,187680.0
330101,89000.0
426076,123000.0
400256,83000.0
129056,260000.0
347650,179000.0
141934,120000.0
111078,445000.0
329834,129000.0
174116,160000.0
362176,185000.0
22831,450000.0
210848,110000.0
137845,219000.0
439346,229000.0
191732,70000.0
424804,139000.0
166350,185000.0
230922,279000.0
280024,470000.0
360000,209000.0
455273,69000.0
299677,198000.0
264567,59000.0
107220,180000.0
301585,435000.0
13642,80000.0
89148,149000.0
105400,145000.0
313231,230000.0
450234,91650.0
295717,125000.0
121679,42325.0
242446,105000.0
125199,128000.0
161996,165000.0
194303,254900.0
49459,50375.0
51055,125000.0
310791,95000.0
448984,54900.0
165399,450000.0
70006,64700.0
450360,120000.0
238367,168000.0
275579,80000.0
175937,79000.0
231168,69000.0
200656,92000.0
26379,81000.0
343415,79000.0
190033,440000.0
341556,108000.0
362736,80500.0
203777,890000.0
23222,86000.0
432012,146000.0
398491,89000.0
354403,93500.0
33529,159000.0
12519,219000.0
36978,71000.0
103971,110000.0
157427,153500.0
282360,69500.0
331784,110000.0
33514,700000.0
42008,257000.0
337754,100000.0
306074,159000.0
277877,75000.0
169793,132000.0
323175,110000.0
222716,110000.0
221078,207000.0
460074,75500.0
82072,520000.0
168387,150000.0
89539,114500.0
903,124000.0
137177,301800.0
452315,280000.0
323068,235000.0
414937,285000.0
137216,114109.0
42636,39000.0
144210,64800.0
93103,175000.0
236331,180000.0
317771,1550000.0
280801,115000.0
92172,138000.0
115677,177000.0
163064,149000.0
196553,109000.0
315306,110000.0
152133,43500.0
459438,95000.0
41956,85000.0
439107,238000.0
413897,110000.0
377903,449000.0
197893,105000.0
65798,263000.0
167623,890000.0
106180,79000.0
201669,109000.0
293613,109000.0
32157,115000.0
210358,105000.0
155065,120000.0
23141,80000.0
397640,99000.0
174896,129000.0
233477,158000.0
291752,60000.0
1109,118000.0
310341,249000.0
228048,79000.0
15830,140000.0
405727,987000.0
339901,69000.0
196891,3500000.0
212354,76000.0
169822,158000.0
454758,34980.0
446137,145000.0
23004,210000.0
362471,155000.0
78378,175000.0
406297,99900.0
42779,275000.0
243298,680000.0
145669,170000.0
370053,120000.0
456336,96000.0
238336,119000.0
432207,135000.0
48620,65000.0
387055,500000.0
439411,63000.0
215494,120000.0
161240,298000.0
275858,259000.0
312273,100000.0
12710,135000.0
429754,115000.0
199388,105000.0
240345,130000.0
222956,105000.0
401320,230000.0
195312,199000.0
257807,450000.0
374097,109000.0
57522,110000.0
438039,600000.0
300082,57800.0
242145,175000.0
272269,95000.0
353150,47000.0
381521,48000.0
29938,94000.0
130216,128000.0
361859,99000.0
367798,192000.0
53482,339000.0
212391,1200000.0
326358,240000.0
75112,105543.0
349690,85000.0
27849,135000.0
49956,215000.0
125109,199900.0
274629,160000.0
454199,45633.0
287308,99000.0
159216,90000.0
231556,59900.0
312264,399000.0
216868,510000.0
430875,330000.0
397382,125000.0
268368,68000.0
406684,86000.0
367419,139500.0
84129,99000.0
270609,130000.0
371066,1350000.0
112739,420000.0
277740,105000.0
330812,210000.0
321202,450000.0
288903,79286.0
7476,230000.0
164487,265000.0
321172,79000.0
123475,155000.0
59647,112000.0
241339,180000.0
114929,540000.0
102814,389000.0
230972,118300.0
2817,365000.0
378137,102500.0
236181,115000.0
223774,255000.0
113953,690000.0
93487,71500.0
17792,89000.0
144865,380000.0
389100,225000.0
299086,105000.0
222447,107000.0
426157,94900.0
194594,153000.0
281097,315000.0
101225,131900.0
56839,84900.0
60,95000.0
147768,137000.0
197424,159000.0
459452,390000.0
171577,450000.0
196499,580000.0
192080,134900.0
375823,109000.0
126089,225900.0
428157,220000.0
167598,88000.0
80717,83000.0
312225,59000.0
330021,145000.0
389025,130000.0
132002,84900.0
383296,80000.0
285809,90000.0
289502,54000.0
183161,84300.0
403220,165000.0
311357,121200.0
115091,107500.0
403211,310000.0
77320,54000.0
425399,160500.0
217691,69000.0
242583,170000.0
303043,105000.0
215264,240000.0
296469,143000.0
173811,74000.0
174314,1050000.0
406645,180719.0
135160,280000.0
313161,215000.0
286279,125000.0
376409,1600000.0
420428,95000.0
264539,129999.0
457786,94000.0
233233,67000.0
451286,105000.0
195310,520000.0
373939,115000.0
360405,137000.0
15379,195000.0
302658,320000.0
118020,180000.0
310601,146772.0
92149,150000.0
218686,59500.0
288906,3200000.0
391620,169999.0
233436,142000.0
8252,365000.0
74794,109500.0
175868,55000.0
158272,490000.0
20523,105000.0
252551,138000.0
314568,58000.0
121684,98227.0
451332,173000.0
26051,298000.0
453262,114000.0
159167,250000.0
10447,225000.0
425576,120000.0
101020,77000.0
115386,129000.0
119536,240000.0
341838,74500.0
59309,82000.0
313643,48000.0
428380,82000.0
250565,118900.0
272359,124000.0
78981,650000.0
115384,278000.0
26207,188148.0
255583,135000.0
176675,195000.0
212467,195000.0
147308,550000.0
100798,760000.0
304055,84300.0
125155,66000.0
204251,85000.0
206924,165000.0
167789,170000.0
319,99900.0
260895,245000.0
456193,110000.0
266787,129000.0
88324,128000.0
435844,107000.0
224166,100000.0
324283,229500.0
254409,169000.0
370271,38000.0
233783,140000.0
319067,160000.0
56499,160000.0
243120,330000.0
312576,55000.0
289567,137000.0
349972,85000.0
195492,76000.0
137148,138644.0
398821,235000.0
231954,269000.0
185678,120000.0
445605,300000.0
303062,160000.0
190073,570000.0
119160,239500.0
63952,73500.0
454514,81000.0
386905,175000.0
62075,235000.0
404897,120000.0
446496,145000.0
270423,470000.0
362494,105000.0
287442,125000.0
282830,115000.0
311335,105000.0
320440,790000.0
267072,89000.0
7925,118929.0
121913,79850.0
371736,122000.0
195852,590000.0
105451,140000.0
133232,82000.0
324514,95000.0
371231,298000.0
345956,95526.0
326236,65000.0
314467,395000.0
388728,120000.0
15826,110000.0
257024,650000.0
339491,181600.0
10856,526000.0
73398,280000.0
349659,87000.0
129190,80000.0
373096,130000.0
400724,765000.0
54072,95000.0
399014,115000.0
61991,229000.0
191485,57000.0
395080,240000.0
227261,195000.0
168209,95000.0
164299,107500.0
203749,79000.0
95562,89000.0
390934,249000.0
176504,68000.0
210363,54000.0
118915,530000.0
310187,190000.0
120451,66990.0
10999,189000.0
343487,265000.0
321532,105000.0
354313,78000.0
96286,233000.0
277483,125000.0
451154,99000.0
422554,274000.0
279750,1700000.0
233213,295000.0
69874,54000.0
3597,185000.0
285908,125000.0
354711,140000.0
371891,95000.0
267087,270000.0
2517,309000.0
209859,450000.0
92811,209000.0
277797,96500.0
441302,110000.0
412664,122000.0
180526,139000.0
282820,112000.0
313525,165000.0
420761,330000.0
304971,109000.0
276471,550000.0
2538,237000.0
366148,194000.0
386502,149900.0
20472,109500.0
449741,86900.0
353111,85000.0
400168,72000.0
176190,320000.0
122446,176000.0
428547,140000.0
53910,73000.0
268154,160000.0
42363,79900.0
55327,205000.0
369719,300000.0
261093,80000.0
297492,220000.0
214689,155000.0
133812,115000.0
296798,199000.0
218441,225000.0
132366,1400000.0
45755,170000.0
279212,263000.0
7478,169000.0
177885,50000.0
49695,105000.0
72212,185000.0
307868,690000.0
373163,95000.0
73516,195000.0
334681,95000.0
362472,690000.0
66613,159000.0
398957,98106.0
382934,135000.0
267875,126000.0
313218,149000.0
299977,169000.0
80483,359000.0
327853,63000.0
131921,870000.0
452268,435000.0
321173,185000.0
370023,189000.0
300231,135000.0
255852,67944.0
168021,94000.0
362486,210000.0
355842,119000.0
99227,230000.0
42016,250000.0
436542,60051.0
65398,112000.0
350052,130000.0
396886,105000.0
312272,120000.0
373851,257500.0
279078,190900.0
225638,270000.0
136272,79900.0
235472,165000.0
37297,110000.0
35804,185000.0
415267,349900.0
242986,128000.0
405359,83900.0
241357,92700.0
434494,125000.0
373947,56000.0
66876,105000.0
308763,110000.0
349931,67500.0
255865,75016.0
14889,66200.0
390141,56900.0
106345,124900.0
319676,270000.0
354275,92000.0
115435,105000.0
171603,150000.0
149102,240000.0
386451,60000.0
43843,145000.0
192115,83500.0
425704,87978.0
442318,79000.0
444261,450000.0
120586,75000.0
5048,365000.0
401866,80000.0
147368,550000.0
351250,170000.0
337561,83500.0
171294,370000.0
83949,240000.0
405046,78000.0
397367,108000.0
282792,49900.0
306334,213000.0
299825,108000.0
12357,185000.0
242636,145000.0
92849,105000.0
272411,180000.0
238157,112000.0
426159,97000.0
247821,279000.0
21572,199000.0
391266,110000.0
403617,360000.0
129859,168000.0
388445,62000.0
115629,112000.0
386755,198000.0
155472,250000.0
376043,72000.0
44084,360000.0
230662,158000.0
199993,155000.0
451230,58000.0
332331,120000.0
324919,1200000.0
210286,71000.0
289451,134900.0
407200,95000.0
254552,59000.0
166431,290000.0
238511,74000.0
247075,149000.0
460023,139000.0
74499,110000.0
302733,82900.0
186217,112000.0
397717,135000.0
325091,142000.0
459381,210000.0
322768,125000.0
299732,260000.0
128761,420000.0
160677,160000.0
447379,85000.0
440689,150000.0
77916,73000.0
15279,65000.0
340121,630000.0
408076,182000.0
12474,67900.0
63851,108000.0
304434,219000.0
114791,1950000.0
168224,125000.0
329571,183573.0
308535,229000.0
201957,473000.0
362083,102000.0
325933,330000.0
425702,77349.0
358596,300000.0
217447,94000.0
152484,115000.0
108552,125000.0
387643,450000.0
180162,1200000.0
256049,165000.0
326319,84000.0
426970,210000.0
111943,270000.0
42004,628000.0
158822,165000.0
44247,69500.0
267859,315000.0
398920,115000.0
17556,65000.0
106054,80000.0
10135,85000.0
44162,800000.0
306534,385000.0
327347,110000.0
170205,149000.0
197931,85000.0
436831,68000.0
452313,890000.0
428367,89500.0
262285,149000.0
176865,155000.0
403053,166000.0
120512,123900.0
147340,165000.0
269852,72900.0
205079,198000.0
274827,260000.0
83751,88000.0
197018,205000.0
303051,53000.0
202025,130000.0
437691,105000.0
261612,330000.0
99255,225000.0
293647,155000.0
116206,150000.0
48206,212000.0
28982,66000.0
204192,63000.0
398086,1200000.0
372600,185000.0
9900,160000.0
358576,300000.0
434838,79000.0
59073,95000.0
262110,165000.0
420407,76700.0
68914,85000.0
173764,330000.0
352502,570000.0
3579,172000.0
408567,290000.0
151744,83000.0
329430,158000.0
430847,135000.0
418578,146800.0
446818,250000.0
165303,160000.0
450262,150000.0
64544,125000.0
276058,199000.0
323127,174999.0
266829,139800.0
366661,330000.0
108509,68000.0
189549,75000.0
82764,142000.0
443696,219900.0
282325,98000.0
110807,75000.0
257200,135000.0
107622,120000.0
26555,98000.0
240326,69000.0
95516,96000.0
432130,252000.0
435132,265000.0
255271,110000.0
272332,105000.0
345010,72900.0
194305,285000.0
188950,96000.0
153468,148500.0
33306,125000.0
404573,279900.0
321917,75000.0
223841,245000.0
343971,95000.0
43916,590000.0
406156,128000.0
197722,300000.0
22704,100000.0
402753,79800.0
136090,220000.0
434897,130000.0
204155,298000.0
331646,74562.0
426987,268000.0
149667,40000.0
118929,138000.0
383670,100000.0
55639,125000.0
227233,220000.0
455420,179900.0
446473,79000.0
336518,63000.0
182174,85000.0
316863,67000.0
197901,66000.0
366261,170200.0
242579,690000.0
249794,78000.0
270409,249900.0
71556,55000.0
147746,160000.0
366902,79000.0
383389,175000.0
235534,184500.0
339841,490000.0
116348,88000.0
153135,230000.0
306399,85000.0
20927,230000.0
94296,115000.0
21534,35000.0
366703,88000.0
356869,104900.0
122419,265000.0
27894,75000.0
263311,189000.0
221807,310000.0
277224,139000.0
40601,56000.0
1469,140000.0
28889,61000.0
200941,149500.0
350031,130000.0
22976,465000.0
187923,80000.0
60059,98000.0
53696,147900.0
306340,189000.0
354494,84900.0
134924,85000.0
206112,130000.0
106330,70000.0
447191,85000.0
259673,154900.0
446647,130000.0
454973,249000.0
134108,119000.0
267972,700000.0
344252,59500.0
228974,180000.0
243302,160000.0
246911,280000.0
147803,105000.0
430837,185000.0
343860,175000.0
335488,650000.0
454685,260000.0
284138,87000.0
398575,93000.0
444291,280000.0
450392,249000.0
171013,92000.0
287703,980000.0
115143,190000.0
40911,120000.0
337267,91486.0
47701,90000.0
379748,157000.0
455333,59000.0
257170,780000.0
265173,135000.0
424103,48000.0
221434,510000.0
199938,135000.0
450047,56000.0
306799,114000.0
340226,95000.0
52370,134000.0
214079,68000.0
451247,77000.0
421027,135000.0
356967,480000.0
238446,99900.0
136959,425000.0
217240,99000.0
447324,144561.0
42769,119900.0
26141,120000.0
402935,185000.0
107236,450000.0
397489,169900.0
401856,47000.0
382635,850000.0
146137,400000.0
291774,250000.0
186395,179400.0
142186,82000.0
234279,260000.0
302884,199999.0
32116,199000.0
187392,450000.0
51401,289000.0
356942,125000.0
456341,170000.0
425586,66000.0
123478,73000.0
249807,449000.0
432000,65000.0
401575,164900.0
356822,130000.0
436839,85000.0
90120,200000.0
2322,125000.0
94305,290000.0
371080,270000.0
190078,230000.0
92143,150000.0
190616,298750.0
21533,280000.0
343645,255000.0
287353,105000.0
3758,395000.0
109012,45000.0
452735,160000.0
451361,229000.0
306653,128000.0
180176,88000.0
185182,140000.0
443758,118000.0
57268,100000.0
414582,130000.0
403340,159000.0
163598,650000.0
372884,135000.0
178212,163000.0
275093,75000.0
377487,900000.0
398588,87000.0
110764,87000.0
307372,110000.0
61810,176000.0
298042,155000.0
111477,178000.0
260201,1600000.0
325971,190000.0
412478,96000.0
193435,149000.0
38305,560000.0
36476,210000.0
222067,130000.0
132003,220000.0
89675,98500.0
279430,71000.0
306389,450000.0
455403,130000.0
39427,140000.0
147259,100000.0
215297,130000.0
308622,181000.0
281808,59900.0
707,49000.0
260762,75500.0
189800,150000.0
189884,59000.0
244807,54500.0
221095,110000.0
248607,97000.0
184262,135000.0
445826,148000.0
82540,65000.0
459933,98000.0
398452,790000.0
337098,99999.0
212885,89000.0
187427,125000.0
310530,234000.0
441198,136500.0
235364,882000.0
337756,159000.0
277617,170000.0
30392,99500.0
233521,120000.0
296601,295000.0
354037,590000.0
306053,200000.0
210845,82500.0
151928,115000.0
30492,170200.0
366251,189000.0
303001,595000.0
28744,2700000.0
445467,175000.0
26446,54900.0
216644,106000.0
430508,165000.0
315316,195000.0
57744,720000.0
72518,75000.0
44115,160000.0
144411,250000.0
53709,245000.0
239285,245000.0
81803,193000.0
135630,149000.0
103660,106000.0
311766,88000.0
57707,156000.0
229536,79000.0
193455,155000.0
334963,182000.0
279040,95000.0
188839,80000.0
310317,114000.0
369991,75000.0
104419,200000.0
361674,750000.0
277162,59900.0
93169,110000.0
437947,109000.0
291439,125000.0
63831,1020000.0
26036,472000.0
14462,220000.0
267866,128000.0
32165,76000.0
17782,170000.0
345822,109500.0
450179,61250.0
416103,90000.0
26134,390000.0
37532,115000.0
158077,270000.0
17737,65000.0
134904,225000.0
408651,78000.0
343713,88000.0
157424,74900.0
409237,175610.0
262217,79000.0
366932,159000.0
424072,135000.0
7480,360000.0
296537,155000.0
428030,269000.0
244692,595000.0
50530,54500.0
127321,375000.0
196483,149000.0
415280,1390000.0
108546,129000.0
98965,195000.0
372960,109000.0
256322,190000.0
366896,120000.0
164388,99500.0
148026,650000.0
39398,116000.0
80507,174800.0
272556,125000.0
450157,84000.0
291789,205000.0
306108,295000.0
327442,630000.0
432068,140800.0
404551,133000.0
178395,85000.0
386527,220000.0
41960,159000.0
289325,96000.0
233036,212000.0
50547,65000.0
59952,111230.0
308524,57000.0
49382,35000.0
81718,79000.0
401441,134000.0
273676,375000.0
215329,77000.0
115542,285000.0
200604,160000.0
349707,385000.0
181757,1050000.0
449,92000.0
167620,33000.0
28984,110000.0
34643,89000.0
459955,250000.0
183771,230000.0
436074,240000.0
16766,265000.0
254593,199000.0
116390,130000.0
275854,108000.0
107750,145000.0
423064,185000.0
354278,90000.0
422072,640000.0
36423,185000.0
41031,330000.0
12193,93000.0
27371,113000.0
85968,205000.0
1232,137286.0
440954,150000.0
398515,250000.0
177101,189000.0
174859,170000.0
431392,495000.0
384832,155000.0
329539,240000.0
82553,93150.0
189657,339000.0
421926,250000.0
355366,46000.0
306768,189900.0
431216,340000.0
333001,94000.0
161942,70000.0
131789,270000.0
342494,150000.0
325938,110000.0
411664,97000.0
1143,83000.0
307231,135000.0
228047,200000.0
290447,525000.0
117414,79900.0
80589,290000.0
105813,44000.0
174170,92000.0
390183,65000.0
243522,183000.0
180483,85000.0
117833,110000.0
355026,385000.0
148049,180000.0
123577,180000.0
449818,165000.0
447430,107000.0
450158,80000.0
386894,125000.0
402876,1999000.0
454884,119000.0
1145,134000.0
220490,100000.0
354128,379000.0
59801,249000.0
235334,150000.0
404989,128000.0
8267,89000.0
98923,128000.0
202207,198000.0
412101,34320.0
341523,559900.0
108143,260000.0
217414,74000.0
439110,240000.0
186140,240000.0
257980,57000.0
188242,65000.0
51133,104990.0
397643,405000.0
406671,116565.0
91929,157000.0
404895,77000.0
115087,139000.0
155512,79500.0
207365,86000.0
247176,117000.0
255855,118491.0
78624,200000.0
66626,99500.0
66840,90000.0
235288,420000.0
170270,60000.0
451310,250000.0
35499,96500.0
441286,127000.0
364820,490000.0
418752,144900.0
318281,220000.0
147609,1400000.0
459838,279900.0
204054,115000.0
204156,295000.0
398140,97000.0
81795,159500.0
128651,135000.0
288873,199000.0
241005,89000.0
241328,150000.0
139760,129000.0
264394,175000.0
252810,110000.0
159038,56000.0
121161,599000.0
52372,265000.0
459635,82000.0
113539,118000.0
406109,155000.0
135256,55000.0
263981,85000.0
456354,215000.0
369134,130000.0
459444,200000.0
290952,113000.0
85345,130000.0
458331,185000.0
297857,95000.0
196388,160000.0
370171,175000.0
424801,144000.0
386781,79000.0
263961,70000.0
304232,70000.0
240286,173000.0
460020,150000.0
430803,187000.0
50930,290000.0
323744,65000.0
404394,55000.0
379647,210000.0
370188,370000.0
98011,100000.0
323269,67000.0
301754,167000.0
349071,78000.0
397212,150000.0
398074,495000.0
387417,410000.0
177068,350000.0
83260,250000.0
199049,180000.0
35809,175000.0
318911,950000.0
423404,137500.0
92191,400000.0
454512,89000.0
308,115000.0
155581,735000.0
94282,109000.0
2380,178000.0
454886,119900.0
66475,220000.0
449552,128000.0
91827,69900.0
202275,90000.0
388651,5000000.0
390943,230000.0
236518,840000.0
386470,118000.0
211426,88000.0
115621,535000.0
262009,120000.0
310897,150000.0
201437,450000.0
155062,325000.0
454843,175000.0
77735,130000.0
336119,328000.0
418957,450000.0
56883,60000.0
173013,399000.0
248118,111000.0
91892,160500.0
181751,90000.0
44293,159000.0
284947,205000.0
136433,280000.0
61054,149000.0
199129,167000.0
447334,120000.0
3844,110000.0
285688,120000.0
260624,218000.0
235041,50434.0
179065,250000.0
459334,69500.0
250568,270000.0
375301,114000.0
105289,138000.0
190496,115000.0
17776,69000.0
214453,379000.0
184095,118417.0
437963,290000.0
174685,115000.0
446428,92000.0
55637,160000.0
415992,58900.0
127914,185000.0
121982,160000.0
425374,91000.0
293227,120000.0
44975,168000.0
404844,79900.0
201801,59500.0
53891,98900.0
262270,149000.0
399312,95000.0
347274,136000.0
175975,59500.0
37613,142000.0
399918,82900.0
308536,74900.0
117698,114000.0
19891,80000.0
314431,335000.0
147316,155000.0
168411,69000.0
446815,145000.0
114850,220000.0
212954,148005.0
46179,165000.0
344230,129000.0
244659,134000.0
31362,175000.0
389769,103000.0
375587,64900.0
447651,142000.0
103767,75000.0
378002,169000.0
226595,110000.0
422529,120000.0
228185,115000.0
297098,420000.0
326773,115000.0
117541,85000.0
420870,135000.0
298137,127000.0
321174,124000.0
119340,109900.0
157503,147000.0
261130,22500.0
228904,630000.0
26546,97000.0
211204,98000.0
321993,250000.0
282200,202000.0
131371,250000.0
47751,93000.0
343839,60000.0
321557,340000.0
207191,309000.0
235088,155000.0
30493,150000.0
371609,185000.0
398740,88000.0
35543,75000.0
406476,160000.0
395332,189000.0
13826,395000.0
169929,145000.0
48919,650000.0
358611,119900.0
54402,185000.0
427177,225000.0
200874,125000.0
234170,129900.0
408156,135000.0
18154,126800.0
352884,287889.0
157349,424000.0
330154,100000.0
208473,193000.0
18880,199000.0
397295,230000.0
321664,80000.0
56252,499000.0
139546,50000.0
116351,79000.0
412162,69000.0
338124,145000.0
399543,90000.0
219873,82000.0
266828,135000.0
280126,109000.0
343285,86000.0
168717,215000.0
25604,425000.0
92425,210000.0
431341,149900.0
50598,125000.0
291673,304000.0
154512,79500.0
382740,110000.0
2815,84000.0
422069,87000.0
306401,119000.0
188916,149000.0
122413,115000.0
158075,229000.0
129258,105000.0
234899,54000.0
339848,205000.0
123304,104900.0
139103,79500.0
86716,120000.0
390138,250000.0
324527,123000.0
313933,320000.0
398066,455000.0
88325,149000.0
254544,179000.0
265395,95000.0
332775,164000.0
311786,155000.0
362493,395000.0
207564,428000.0
446131,135500.0
302889,269000.0
132024,110000.0
310083,298000.0
458958,480000.0
104095,265000.0
263172,239000.0
372797,155000.0
103651,248000.0
89376,279900.0
370176,820000.0
377980,228000.0
18727,470000.0
168052,82000.0
133191,118000.0
114654,240000.0
45232,234500.0
227830,148000.0
233722,70000.0
432649,204000.0
266257,165000.0
72148,88900.0
221186,249000.0
134083,165000.0
454524,135000.0
17760,100000.0
165900,185000.0
121405,1400000.0
115449,122900.0
397608,90000.0
38118,510000.0
115165,215000.0
293206,80000.0
223853,620000.0
29086,125000.0
281873,210000.0
298961,80000.0
130431,199900.0
373982,590000.0
224359,42000.0
403875,59000.0
254649,132000.0
455399,144900.0
108688,299000.0
372760,153000.0
62219,110000.0
427104,495000.0
226603,100000.0
150422,95000.0
229181,205000.0
5358,164900.0
257159,215000.0
224403,55000.0
273552,65000.0
441203,89827.0
393344,102000.0
143592,55000.0
450258,179000.0
387354,270000.0
359163,87500.0
150466,107000.0
399602,135000.0
431991,80000.0
400247,119000.0
20644,200000.0
393343,188900.0
162372,50000.0
202847,1000000.0
392795,135000.0
452718,128000.0
369227,80000.0
337308,99000.0
35368,199900.0
338190,129900.0
7917,127086.0
240129,350000.0
164579,270000.0
80504,390000.0
326427,70000.0
130374,176500.0
412674,155000.0
385397,215000.0
235468,93000.0
50935,89000.0
274499,470000.0
129058,190000.0
74609,298000.0
257382,135000.0
322973,399000.0
250673,99500.0
115128,350000.0
407987,150000.0
70726,55000.0
401350,74900.0
350058,122000.0
337784,189000.0
360026,107000.0
136295,120000.0
246464,105000.0
338140,109999.0
427979,78000.0
312008,280000.0
257115,200000.0
243609,135000.0
42453,117000.0
99006,438000.0
336524,125000.0
102071,499000.0
195175,73620.0
308963,105000.0
120061,83000.0
428142,139000.0
165589,168000.0
92003,88000.0
318819,96000.0
438543,79500.0
44248,185000.0
456191,207000.0
295582,78000.0
356596,115000.0
168375,98000.0
212636,129000.0
222960,288000.0
149086,90000.0
9474,190000.0
408600,120256.0
79308,980000.0
343792,169000.0
32735,115000.0
209285,520000.0
160678,175000.0
53877,115000.0
45882,259000.0
208257,150000.0
251137,45000.0
90159,112000.0
454534,195000.0
352844,1300000.0
284132,140000.0
93161,130000.0
332552,164000.0
58315,48000.0
184983,117000.0
257427,175000.0
236819,320000.0
319779,147000.0
296913,790000.0
387051,280000.0
141867,105000.0
179704,89000.0
58727,385000.0
375698,43000.0
297334,265000.0
108777,52000.0
231608,295000.0
